city,state_id,state_name,county_name,lat,lng,population,density,timezone,ranking,zip_count,zip_population,zips
Yarnell,AZ,Arizona,Yavapai,34.2283,-112.7631,700,30,America/Phoenix,3,1,700,85362
McCoole,MD,Maryland,Allegany,39.4534,-78.9731,700,192,America/New_York,3,2,350,21562 21557
Trimont,MN,Minnesota,Martin,43.7611,-94.7162,700,343,America/Chicago,3,1,700,56176
South Hills,MT,Montana,Jefferson,46.5564,-111.9974,700,46,America/Denver,3,1,700,59634
Wiscon,FL,Florida,Hernando,28.5409,-82.4664,699,320,America/New_York,3,2,350,34613 34601
Parks,LA,Louisiana,St. Martin,30.2173,-91.8271,699,319,America/Chicago,3,1,699,70582
Schroon Lake,NY,New York,Essex,43.8345,-73.7647,699,93,America/New_York,3,1,699,12870
New Milford,IL,Illinois,Winnebago,42.1778,-89.0647,699,180,America/Chicago,3,1,699,61109
Alburnett,IA,Iowa,Linn,42.1492,-91.621,699,329,America/Chicago,3,1,699,52202
Stratford,IA,Iowa,Hamilton,42.2691,-93.9272,699,141,America/Chicago,3,1,699,50249
Harleyville,SC,South Carolina,Dorchester,33.2126,-80.4478,699,234,America/New_York,3,1,699,29448
Collbran,CO,Colorado,Mesa,39.2399,-107.9636,698,482,America/Denver,3,1,698,81624
Brooklyn,IL,Illinois,St. Clair,38.6542,-90.1678,698,332,America/Chicago,3,2,349,62059 62201
Wood Heights,MO,Missouri,Ray,39.3414,-94.1635,698,118,America/Chicago,3,1,698,64024
Greenbush,MN,Minnesota,Roseau,48.701,-96.1835,698,177,America/Chicago,3,1,698,56726
Upton,KY,Kentucky,Hardin,37.4626,-85.899,698,198,America/New_York,3,1,698,42784
North Freedom,WI,Wisconsin,Sauk,43.459,-89.8603,697,321,America/Chicago,3,1,697,53951
Saluda,NC,North Carolina,Polk,35.2375,-82.3469,697,173,America/New_York,3,1,697,28773
Charleston,TN,Tennessee,Bradley,35.2863,-84.7611,697,259,America/New_York,3,1,697,37310
Deemston,PA,Pennsylvania,Washington,40.0273,-80.0334,697,28,America/New_York,3,2,349,15360 15333
Hampton,MN,Minnesota,Dakota,44.6085,-93.0025,697,218,America/Chicago,3,1,697,55031
Condon,OR,Oregon,Gilliam,45.2366,-120.1859,697,329,America/Los_Angeles,3,1,697,97823
Bloomington,WI,Wisconsin,Grant,42.8932,-90.9264,696,212,America/Chicago,3,1,696,53804
Duck Key,FL,Florida,Monroe,24.771,-80.9132,696,448,America/New_York,3,1,696,33050
Pleasant View,PA,Pennsylvania,Armstrong,40.6121,-79.5711,696,274,America/New_York,3,1,696,15690
Revloc,PA,Pennsylvania,Cambria,40.4914,-78.7636,696,781,America/New_York,3,1,696,15948
Medora,IN,Indiana,Jackson,38.8245,-86.1712,696,855,America/Indiana/Indianapolis,3,1,696,47260
Hospers,IA,Iowa,Sioux,43.0722,-95.9039,696,533,America/Chicago,3,1,696,51238
Bancroft,IA,Iowa,Kossuth,43.2929,-94.2176,696,482,America/Chicago,3,1,696,50517
Courtland,MN,Minnesota,Nicollet,44.2701,-94.3464,696,102,America/Chicago,3,1,696,56021
Science Hill,KY,Kentucky,Pulaski,37.174,-84.6329,696,350,America/New_York,3,1,696,42553
Mellen,WI,Wisconsin,Ashland,46.324,-90.6607,695,144,America/Chicago,3,1,695,54546
Casper Mountain,WY,Wyoming,Natrona,42.7448,-106.3206,695,25,America/Denver,3,1,695,82601
Unalakleet,AK,Alaska,Nome,63.8922,-160.786,695,93,America/Anchorage,3,1,695,99684
Rougemont,NC,North Carolina,Durham,36.2209,-78.9206,695,42,America/New_York,3,1,695,27572
Wartrace,TN,Tennessee,Bedford,35.5253,-86.3301,695,306,America/Chicago,3,1,695,37183
Queenstown,MD,Maryland,Queen Anne's,38.9868,-76.1633,695,133,America/New_York,3,1,695,21658
Perry,MO,Missouri,Ralls,39.43,-91.6665,695,212,America/Chicago,3,1,695,63462
Canton,KS,Kansas,McPherson,38.3859,-97.43,695,540,America/Chicago,3,1,695,67428
Frankfort,KS,Kansas,Marshall,39.704,-96.417,695,266,America/Chicago,3,1,695,66427
Wallace,SC,South Carolina,Marlboro,34.7201,-79.8479,695,40,America/New_York,3,1,695,29596
Melbourne Village,FL,Florida,Brevard,28.088,-80.6652,694,460,America/New_York,3,1,694,32904
Pecan Hill,TX,Texas,Ellis,32.4906,-96.7815,694,125,America/Chicago,3,2,347,75154 75165
Vineyard Lake,MI,Michigan,Jackson,42.0868,-84.2102,694,104,America/Detroit,3,1,694,49230
Kenefick,TX,Texas,Liberty,30.1069,-94.8502,693,172,America/Chicago,3,1,693,77535
York Haven,PA,Pennsylvania,York,40.1106,-76.7149,693,897,America/New_York,3,1,693,17370
Ridgeway,VA,Virginia,Henry,36.5781,-79.8583,693,280,America/New_York,3,1,693,24148
Ashkum,IL,Illinois,Iroquois,40.8783,-87.9533,693,326,America/Chicago,3,1,693,60911
Battle Creek,IA,Iowa,Ida,42.3168,-95.6003,693,536,America/Chicago,3,1,693,51006
Warsaw,OH,Ohio,Coshocton,40.336,-82.0019,693,550,America/New_York,3,1,693,43844
Loretto,KY,Kentucky,Marion,37.6351,-85.3985,693,83,America/New_York,3,1,693,40037
Oakville,WA,Washington,Grays Harbor,46.8403,-123.2337,692,483,America/Los_Angeles,3,1,692,98568
Cascade,WI,Wisconsin,Sheboygan,43.6599,-88.0071,692,324,America/Chicago,3,1,692,53011
James Town,WY,Wyoming,Sweetwater,41.5651,-109.5392,692,83,America/Denver,3,1,692,82935
Lone Oak,TX,Texas,Hunt,32.9961,-95.9406,692,240,America/Chicago,3,1,692,75453
Lorain,PA,Pennsylvania,Cambria,40.296,-78.8961,692,788,America/New_York,3,1,692,15902
Fort Jones,CA,California,Siskiyou,41.6085,-122.8411,692,443,America/Los_Angeles,3,1,692,96032
Pisgah,AL,Alabama,Jackson,34.6844,-85.846,692,55,America/Chicago,3,1,692,35765
Portal,GA,Georgia,Bulloch,32.5383,-81.9297,692,133,America/New_York,3,1,692,30450
West Lebanon,IN,Indiana,Warren,40.2724,-87.3862,692,434,America/Indiana/Indianapolis,3,1,692,47991
Mullan,ID,Idaho,Shoshone,47.4689,-115.7968,692,322,America/Los_Angeles,3,1,692,83846
Marne,OH,Ohio,Licking,40.0725,-82.3091,692,304,America/New_York,3,1,692,43055
Corydon,KY,Kentucky,Henderson,37.7403,-87.7063,692,492,America/Chicago,3,1,692,42406
Mill Creek,WV,West Virginia,Randolph,38.7319,-79.9725,691,584,America/New_York,3,1,691,26280
Masthope,PA,Pennsylvania,Pike,41.5154,-75.0257,691,51,America/New_York,3,2,346,18428 18435
Saluda,VA,Virginia,Middlesex,37.6053,-76.5938,691,82,America/New_York,3,1,691,23149
Seville,CA,California,Tulare,36.4856,-119.2247,691,419,America/Los_Angeles,3,2,346,93292 93670
Town of Pines,IN,Indiana,Porter,41.6882,-86.9518,691,118,America/Chicago,3,1,691,46360
Chesapeake City,MD,Maryland,Cecil,39.528,-75.8095,691,503,America/New_York,3,1,691,21915
Springer,OK,Oklahoma,Carter,34.2909,-97.1255,691,17,America/Chicago,3,2,346,73401 73458
McDermott,OH,Ohio,Scioto,38.8344,-83.0583,691,460,America/New_York,3,1,691,45652
Bevier,MO,Missouri,Macon,39.7508,-92.5644,691,273,America/Chicago,3,1,691,63532
Brownsdale,MN,Minnesota,Mower,43.7401,-92.8675,691,593,America/Chicago,3,1,691,55918
Oriskany Falls,NY,New York,Oneida,42.938,-75.4636,690,526,America/New_York,3,1,690,13425
Sewickley Hills,PA,Pennsylvania,Allegheny,40.568,-80.1271,690,107,America/New_York,3,1,690,15143
Joppa,AL,Alabama,Cullman,34.2982,-86.5506,690,137,America/Chicago,3,2,345,35016 35087
Potomac,IL,Illinois,Vermilion,40.3068,-87.7977,690,545,America/Chicago,3,1,690,61865
Deerfield,KS,Kansas,Kearny,37.9818,-101.1331,690,553,America/Chicago,3,1,690,67838
Fort Gay,WV,West Virginia,Wayne,38.1201,-82.5948,689,308,America/New_York,3,1,689,25514
Falls City,TX,Texas,Karnes,28.9821,-98.0216,689,298,America/Chicago,3,1,689,78113
Bardwell,TX,Texas,Ellis,32.2671,-96.6954,689,872,America/Chicago,3,1,689,75101
Crossville,IL,Illinois,White,38.1626,-88.0643,689,415,America/Chicago,3,1,689,62827
Cedarville,IL,Illinois,Stephenson,42.3756,-89.6363,689,590,America/Chicago,3,2,345,61032 61013
Lakeside,IA,Iowa,Buena Vista,42.6178,-95.1772,689,1158,America/Chicago,3,1,689,50588
Walnut Creek,AZ,Arizona,Mohave,35.1312,-114.1267,689,173,America/Phoenix,3,1,689,86413
Algoma,MS,Mississippi,Pontotoc,34.1788,-89.0336,689,40,America/Chicago,3,1,689,38863
Coleman,WI,Wisconsin,Marinette,45.0672,-88.0359,688,195,America/Chicago,3,1,688,54112
Montfort,WI,Wisconsin,Grant,42.9697,-90.4331,688,493,America/Chicago,3,1,688,53569
Pleasant Hill,LA,Louisiana,Sabine,31.8154,-93.5164,688,164,America/Chicago,3,1,688,71065
La Fargeville,NY,New York,Jefferson,44.196,-75.9627,688,80,America/New_York,3,1,688,13656
Junction City,CA,California,Trinity,40.7274,-123.0615,688,9,America/Los_Angeles,3,1,688,96048
Shannon,IL,Illinois,Carroll,42.1524,-89.7402,688,551,America/Chicago,3,1,688,61078
Wheaton,MO,Missouri,Barry,36.7616,-94.057,688,522,America/Chicago,3,1,688,64874
Allenport,PA,Pennsylvania,Huntingdon,40.3686,-77.8707,687,273,America/New_York,3,1,687,17066
Greeley Hill,CA,California,Mariposa,37.7569,-120.1291,687,12,America/Los_Angeles,3,1,687,95311
Olin,IA,Iowa,Jones,41.9977,-91.1417,687,259,America/Chicago,3,1,687,52320
Wellsburg,IA,Iowa,Grundy,42.4339,-92.9266,687,241,America/Chicago,3,1,687,50680
Bokchito,OK,Oklahoma,Bryan,34.0179,-96.1416,687,679,America/Chicago,3,1,687,74726
Clarks Grove,MN,Minnesota,Freeborn,43.7618,-93.329,687,467,America/Chicago,3,1,687,56016
Calumet,MI,Michigan,Houghton,47.2478,-88.4535,687,1331,America/Detroit,3,1,687,49913
Atlanta,MI,Michigan,Montmorency,45.0017,-84.1536,687,80,America/Detroit,3,1,687,49709
Silverton,TX,Texas,Briscoe,34.4714,-101.3041,686,263,America/Chicago,3,1,686,79257
Newland,NC,North Carolina,Avery,36.088,-81.9274,686,354,America/New_York,3,1,686,28657
Indianola,CA,California,Humboldt,40.8133,-124.0808,686,187,America/Los_Angeles,3,2,343,95503 95524
Linnell Camp,CA,California,Tulare,36.3089,-119.2225,686,2261,America/Los_Angeles,2,1,686,93292
Madison,AR,Arkansas,St. Francis,35.0188,-90.7299,686,151,America/Chicago,3,2,343,72359 72335
Grayhawk,MO,Missouri,Ste. Genevieve,37.931,-90.239,686,60,America/Chicago,3,1,686,63670
Buffalo Lake,MN,Minnesota,Renville,44.737,-94.6173,686,377,America/Chicago,3,1,686,55314
Carlton,MT,Montana,Missoula,46.6796,-114.0718,686,43,America/Denver,3,1,686,59833
Scooba,MS,Mississippi,Kemper,32.8302,-88.4771,686,106,America/Chicago,3,1,686,39358
Thaxton,MS,Mississippi,Pontotoc,34.3071,-89.1745,686,25,America/Chicago,3,2,343,38871 38874
War,WV,West Virginia,McDowell,37.304,-81.6801,685,296,America/New_York,3,1,685,24892
Leroy,AL,Alabama,Washington,31.4952,-87.969,685,22,America/Chicago,3,1,685,36548
Amity,AR,Arkansas,Clark,34.2662,-93.4634,685,82,America/Chicago,3,2,343,71921 71920
Wild Rose,WI,Wisconsin,Waushara,44.179,-89.2439,684,181,America/Chicago,3,1,684,54984
Powellton,WV,West Virginia,Fayette,38.0941,-81.322,684,49,America/New_York,3,2,342,25118 25161
Sedalia,NC,North Carolina,Guilford,36.076,-79.6208,684,132,America/New_York,3,3,228,27377 27249 27342
East Butler,PA,Pennsylvania,Butler,40.8789,-79.8474,684,253,America/New_York,3,2,342,16002 16029
Mounds,IL,Illinois,Pulaski,37.1145,-89.2024,684,218,America/Chicago,3,1,684,62964
Trenton,TX,Texas,Fannin,33.4273,-96.3409,683,140,America/Chicago,3,1,683,75490
Detroit,TX,Texas,Red River,33.6602,-95.2664,683,166,America/Chicago,3,1,683,75436
Westover Hills,TX,Texas,Tarrant,32.7436,-97.4123,683,372,America/Chicago,3,1,683,76107
Elwood,NE,Nebraska,Gosper,40.5897,-99.8616,683,509,America/Chicago,3,1,683,68937
Pomfret,MD,Maryland,Charles,38.5699,-77.0304,683,96,America/New_York,3,1,683,20675
Bloomdale,OH,Ohio,Wood,41.1716,-83.5534,683,396,America/New_York,3,1,683,44817
Spring Valley,KY,Kentucky,Jefferson,38.2968,-85.6108,683,1334,America/New_York,3,1,683,40241
Madrone,NM,New Mexico,Valencia,34.5792,-106.7285,682,85,America/Denver,3,1,682,87002
Millville,CA,California,Shasta,40.5576,-122.1696,682,32,America/Los_Angeles,3,2,341,96062 96073
Bradford,IL,Illinois,Stark,41.1772,-89.6583,682,661,America/Chicago,3,1,682,61421
Woodlawn,IL,Illinois,Jefferson,38.3283,-89.0345,682,309,America/Chicago,3,1,682,62898
Aroma Park,IL,Illinois,Kankakee,41.0788,-87.8011,682,140,America/Chicago,3,3,227,60901 60910 60964
Ruthven,IA,Iowa,Palo Alto,43.13,-94.8984,682,623,America/Chicago,3,1,682,51358
Porter,OK,Oklahoma,Wagoner,35.8687,-95.5206,682,350,America/Chicago,3,1,682,74454
Boswell,OK,Oklahoma,Choctaw,34.0281,-95.8683,682,383,America/Chicago,3,1,682,74727
Wayne Lakes,OH,Ohio,Darke,40.0217,-84.6625,682,495,America/New_York,3,1,682,45331
Stockton,UT,Utah,Tooele,40.4496,-112.3674,682,156,America/Denver,3,1,682,84071
Hoffman,MN,Minnesota,Grant,45.8341,-95.787,682,122,America/Chicago,3,1,682,56339
Scranton,KS,Kansas,Osage,38.7778,-95.7402,682,244,America/Chicago,3,1,682,66537
Onaga,KS,Kansas,Pottawatomie,39.4892,-96.1703,682,401,America/Chicago,3,1,682,66521
The Silos,MT,Montana,Broadwater,46.3984,-111.5865,682,51,America/Denver,3,1,682,59644
Enoree,SC,South Carolina,Spartanburg,34.6593,-81.9609,682,170,America/New_York,3,1,682,29335
Kress,TX,Texas,Swisher,34.3658,-101.7484,681,472,America/Chicago,3,1,681,79052
Strykersville,NY,New York,Wyoming,42.708,-78.4483,681,76,America/New_York,3,1,681,14145
Kreamer,PA,Pennsylvania,Snyder,40.8003,-76.9709,681,212,America/New_York,3,2,341,17842 17833
Saxton,PA,Pennsylvania,Bedford,40.2127,-78.247,681,646,America/New_York,3,1,681,16678
Millerstown,PA,Pennsylvania,Perry,40.5543,-77.153,681,311,America/New_York,3,1,681,17062
Wilton,AL,Alabama,Shelby,33.0813,-86.8799,681,274,America/Chicago,3,2,341,35187 35115
Ririe,ID,Idaho,Jefferson,43.6324,-111.7714,681,508,America/Boise,3,2,341,83442 83443
Rocky Fork Point,OH,Ohio,Highland,39.1878,-83.4901,681,369,America/New_York,3,1,681,45133
Miller,MO,Missouri,Lawrence,37.2148,-93.8406,681,346,America/Chicago,3,1,681,65707
Maple Rapids,MI,Michigan,Clinton,43.1077,-84.6897,681,192,America/Detroit,3,2,341,48835 48853
Reeseville,WI,Wisconsin,Dodge,43.3062,-88.8445,680,420,America/Chicago,3,1,680,53579
North Walpole,NH,New Hampshire,Cheshire,43.1469,-72.4459,680,383,America/New_York,3,1,680,3609
Greens Landing,PA,Pennsylvania,Bradford,41.9312,-76.5403,680,98,America/New_York,3,1,680,18810
Gillett,AR,Arkansas,Arkansas,34.1193,-91.3789,680,263,America/Chicago,3,1,680,72055
Ochlocknee,GA,Georgia,Thomas,30.9752,-84.0517,680,283,America/New_York,3,1,680,31773
McClure,OH,Ohio,Henry,41.371,-83.9415,680,527,America/New_York,3,1,680,43534
Lake Shore,UT,Utah,Utah,40.1322,-111.7483,680,24,America/Denver,3,1,680,84660
Parkdale,MI,Michigan,Manistee,44.272,-86.2805,680,169,America/Detroit,3,1,680,49660
Powers,OR,Oregon,Coos,42.8859,-124.0734,680,448,America/Los_Angeles,3,1,680,97466
Pueblo Nuevo,TX,Texas,Webb,27.4939,-99.3099,679,450,America/Chicago,3,1,679,78043
Hollow Rock,TN,Tennessee,Carroll,36.0355,-88.274,679,155,America/Chicago,3,1,679,38342
Oxford,AR,Arkansas,Izard,36.2092,-91.919,679,38,America/Chicago,3,2,340,72517 72565
La Moille,IL,Illinois,Bureau,41.5301,-89.2833,679,218,America/Chicago,3,1,679,61330
Kingston,GA,Georgia,Bartow,34.232,-84.9445,679,208,America/New_York,3,1,679,30145
Colfax,IN,Indiana,Clinton,40.1941,-86.6668,679,707,America/Indiana/Indianapolis,3,1,679,46035
Boyden,IA,Iowa,Sioux,43.1891,-96.0032,679,384,America/Chicago,3,1,679,51234
Central,UT,Utah,Washington,37.415,-113.6263,679,104,America/Denver,3,1,679,84722
Warsaw,MN,Minnesota,Rice,44.2576,-93.3771,679,304,America/Chicago,3,2,340,55021 55087
Minneola,KS,Kansas,Clark,37.4421,-100.0131,679,570,America/Chicago,3,1,679,67865
Cascade,MT,Montana,Cascade,47.277,-111.7025,679,399,America/Denver,3,1,679,59421
Melrose,OR,Oregon,Douglas,43.2529,-123.4575,679,60,America/Los_Angeles,3,1,679,97471
Dongola,IL,Illinois,Union,37.3599,-89.1654,678,240,America/Chicago,3,1,678,62926
Paragon,IN,Indiana,Morgan,39.3952,-86.5627,678,951,America/Indiana/Indianapolis,3,1,678,46166
West Mansfield,OH,Ohio,Logan,40.4007,-83.5444,678,313,America/New_York,3,1,678,43358
Mound City,KS,Kansas,Linn,38.1328,-94.8494,678,226,America/Chicago,3,1,678,66056
Reidville,SC,South Carolina,Spartanburg,34.866,-82.105,678,155,America/New_York,3,2,339,29375 29388
Hindman,KY,Kentucky,Knott,37.335,-82.9819,678,84,America/New_York,3,1,678,41822
Beasley,TX,Texas,Fort Bend,29.4946,-95.9146,677,245,America/Chicago,3,1,677,77417
Point Comfort,TX,Texas,Calhoun,28.6715,-96.5589,677,198,America/Chicago,3,1,677,77978
Kingstown,NC,North Carolina,Cleveland,35.3621,-81.62,677,148,America/New_York,3,1,677,28150
Nuangola,PA,Pennsylvania,Luzerne,41.158,-75.9773,677,248,America/New_York,3,1,677,18707
Ohio City,OH,Ohio,Van Wert,40.7703,-84.6162,677,491,America/New_York,3,1,677,45874
Fleming-Neon,KY,Kentucky,Letcher,37.1953,-82.7047,677,161,America/New_York,3,2,339,41840 41835
Rockland,WI,Wisconsin,La Crosse,43.9075,-90.9165,676,389,America/Chicago,3,3,225,54656 54653 54614
Loleta,CA,California,Humboldt,40.6409,-124.2225,676,122,America/Los_Angeles,3,1,676,95551
Clyde,CA,California,Contra Costa,38.0253,-122.0278,676,1821,America/Los_Angeles,3,1,676,94520
Keiser,AR,Arkansas,Mississippi,35.674,-90.0958,676,702,America/Chicago,3,1,676,72351
Elnora,IN,Indiana,Daviess,38.8762,-87.0846,676,267,America/Indiana/Vincennes,3,1,676,47529
Kiowa,OK,Oklahoma,Pittsburg,34.7223,-95.9018,676,204,America/Chicago,3,1,676,74553
Pe Ell,WA,Washington,Lewis,46.5712,-123.2982,675,440,America/Los_Angeles,3,2,338,98572 98522
Noorvik,AK,Alaska,Northwest Arctic,66.8292,-161.0376,675,310,America/Anchorage,3,1,675,99763
Hebron,ND,North Dakota,Morton,46.9023,-102.0444,675,173,America/North_Dakota/New_Salem,3,1,675,58638
Salisbury,PA,Pennsylvania,Somerset,39.7535,-79.0843,675,679,America/New_York,3,1,675,15558
Cold Springs,CA,California,El Dorado,38.7468,-120.8761,675,344,America/Los_Angeles,3,1,675,95667
Kirkwood,IL,Illinois,Warren,40.8678,-90.7483,675,277,America/Chicago,3,1,675,61447
Alapaha,GA,Georgia,Berrien,31.3832,-83.2237,675,253,America/New_York,3,1,675,31622
Pennville,IN,Indiana,Jay,40.492,-85.147,675,524,America/Indiana/Indianapolis,3,1,675,47369
Mount Aetna,MD,Maryland,Washington,39.5989,-77.6128,675,184,America/New_York,3,1,675,21742
Leawood,MO,Missouri,Newton,37.0333,-94.4947,675,211,America/Chicago,3,1,675,64804
Hendricks,MN,Minnesota,Lincoln,44.5076,-96.4281,675,278,America/Chicago,3,1,675,56136
Pikeville,NC,North Carolina,Wayne,35.4971,-77.9879,674,344,America/New_York,3,1,674,27863
Mohrsville,PA,Pennsylvania,Berks,40.4781,-75.9852,674,398,America/New_York,3,1,674,19541
Grand View Estates,CO,Colorado,Douglas,39.5439,-104.8189,674,317,America/Denver,3,1,674,80134
Weiner,AR,Arkansas,Poinsett,35.6197,-90.9054,674,190,America/Chicago,3,1,674,72479
Lakeside,OH,Ohio,Ottawa,41.5408,-82.7534,674,378,America/New_York,3,1,674,43440
Chillicothe,TX,Texas,Hardeman,34.256,-99.5144,673,254,America/Chicago,3,1,673,79225
Toksook Bay,AK,Alaska,Bethel,60.5333,-165.1557,673,9,America/Nome,3,1,673,99637
McAdenville,NC,North Carolina,Gaston,35.2652,-81.0805,673,191,America/New_York,3,2,337,28101 28098
Coloma,CA,California,El Dorado,38.8026,-120.8946,673,77,America/Los_Angeles,3,3,224,95667 95633 95651
Clayton,IL,Illinois,Adams,40.0301,-90.958,673,293,America/Chicago,3,1,673,62324
Upper Marlboro,MD,Maryland,Prince George's,38.8171,-76.7546,673,632,America/New_York,3,3,224,20772 20773 20792
Tenkiller,OK,Oklahoma,Cherokee,35.7975,-94.8656,673,13,America/Chicago,3,2,337,74471 74931
New Bloomfield,MO,Missouri,Callaway,38.7167,-92.0914,673,168,America/Chicago,3,1,673,65063
Chicopee,KS,Kansas,Crawford,37.3834,-94.7443,673,82,America/Chicago,3,1,673,66762
Bardwell,KY,Kentucky,Carlisle,36.874,-89.0091,673,300,America/Chicago,3,1,673,42023
Kimball,SD,South Dakota,Brule,43.7468,-98.9569,673,84,America/Chicago,3,1,673,57355
New Underwood,SD,South Dakota,Pennington,44.0978,-102.8362,673,233,America/Denver,3,1,673,57761
Sunset Valley,TX,Texas,Travis,30.2258,-97.8158,672,185,America/Chicago,3,2,336,78745 78735
Miranda,CA,California,Humboldt,40.2289,-123.8173,672,173,America/Los_Angeles,3,1,672,95553
Ellendale,MN,Minnesota,Steele,43.8727,-93.2993,672,311,America/Chicago,3,1,672,56026
Kasota,MN,Minnesota,Le Sueur,44.2916,-93.9689,672,213,America/Chicago,3,2,336,56050 56082
Haviland,KS,Kansas,Kiowa,37.6174,-99.1059,672,526,America/Chicago,3,1,672,67059
Six Mile,SC,South Carolina,Pickens,34.8082,-82.8154,672,127,America/New_York,3,1,672,29682
Brownsboro Farm,KY,Kentucky,Jefferson,38.304,-85.5946,672,1141,America/New_York,3,1,672,40241
Nenahnezad,NM,New Mexico,San Juan,36.7354,-108.4253,671,74,America/Denver,3,1,671,87416
Strawn,TX,Texas,Palo Pinto,32.5509,-98.4978,671,332,America/Chicago,3,1,671,76475
Adams,TN,Tennessee,Robertson,36.5826,-87.0634,671,98,America/Chicago,3,1,671,37010
Farmersville,IL,Illinois,Montgomery,39.4412,-89.6521,671,368,America/Chicago,3,1,671,62533
Morley,MO,Missouri,Scott,37.0433,-89.6122,671,323,America/Chicago,3,1,671,63767
Marble,MN,Minnesota,Itasca,47.328,-93.294,671,60,America/Chicago,3,2,336,55709 55764
Vader,WA,Washington,Lewis,46.4045,-122.9569,670,278,America/Los_Angeles,3,1,670,98593
Petrolia,TX,Texas,Clay,34.0132,-98.2312,670,350,America/Chicago,3,1,670,76377
St. Florian,AL,Alabama,Lauderdale,34.8714,-87.6224,670,68,America/Chicago,3,1,670,35634
Cecilton,MD,Maryland,Cecil,39.4046,-75.8675,670,535,America/New_York,3,1,670,21913
Havre North,MT,Montana,Hill,48.5632,-109.6712,670,77,America/Denver,3,1,670,59501
Kuttawa,KY,Kentucky,Lyon,37.0594,-88.1149,670,118,America/Chicago,3,2,335,42038 42055
Rocky Hill,NJ,New Jersey,Somerset,40.4002,-74.6405,669,422,America/New_York,3,1,669,8553
Oak Grove,TX,Texas,Kaufman,32.5327,-96.3186,669,131,America/Chicago,3,1,669,75142
McRae,AR,Arkansas,White,35.1119,-91.8253,669,383,America/Chicago,3,1,669,72102
Bluford,IL,Illinois,Jefferson,38.3256,-88.735,669,166,America/Chicago,3,1,669,62814
Freeport,MN,Minnesota,Stearns,45.6627,-94.6888,669,219,America/Chicago,3,1,669,56331
Hillman,MI,Michigan,Montmorency,45.0647,-83.8975,669,158,America/Detroit,3,1,669,49746
Colton,SD,South Dakota,Minnehaha,43.7871,-96.928,669,368,America/Chicago,3,1,669,57018
Armour,SD,South Dakota,Douglas,43.319,-98.3448,669,273,America/Chicago,3,1,669,57313
